"Index","Open","High","Low","Close","Volume"
2072-09-03,99.8438,99.9688,99.8438,99.9375,2866
2072-09-04,100,100.1875,99.9375,100.125,4773
2072-09-05,99.875,100.0938,99.875,100.0625,3044
2072-09-06,99.0312,99.1562,98.9688,99.0938,4710
2072-09-07,98.875,98.9375,98.7812,98.7812,4330
2072-09-08,99,99.7188,98.1875,98.5625,40535
2072-09-09,99.125,99.25,99.0938,99.125,2242
2072-09-10,99.2812,99.4688,99.2188,99.3125,2429
2072-09-11,99.4375,99.5625,99.3438,99.4375,4052
2072-09-12,99.625,99.625,99.5625,99.5938,3967
2072-09-13,99.9375,99.9688,99.8438,99.9062,3329
2072-09-14,100.7812,100.875,100.7188,100.7188,2373
2072-09-15,100.3438,100.4688,100.3438,100.4375,2185
2072-09-16,100.5625,100.625,100.4375,100.5,2525
2072-09-17,100.875,101.1562,100.75,101.1562,6808
2072-09-18,101.25,101.3125,101.125,101.125,3635
2072-09-19,101.25,101.4062,101.1875,101.375,7494
2072-09-20,101.5312,101.625,101.4375,101.5938,5271
2072-09-21,102.0625,102.1562,101.9062,102.125,7223
2072-09-22,102.375,102.4375,102.1562,102.1875,5460
2072-09-23,102.125,102.375,102.125,102.3125,3733
2072-09-24,101.6875,101.7812,101.5938,101.6562,6003
2072-09-25,102.7812,102.9062,102.6562,102.75,4855
2072-09-26,103.5625,103.625,103.3125,103.375,6186
2072-09-27,103.7188,103.7188,103.4688,103.6875,3480
2072-09-28,103.3125,103.3125,103.0938,103.25,4348
2072-09-29,103.2812,103.2812,103.0625,103.0938,2378
2072-09-30,104.5938,104.75,104.4375,104.4375,3644
2072-10-01,104.4688,104.875,104.375,104.8125,3494
2072-10-02,105.375,105.375,104.6875,104.7188,6251
2072-10-03,105.2812,105.2812,105.125,105.2188,1661
2072-10-04,105.1875,105.3125,105.0938,105.2188,761
2072-10-05,104.7188,104.875,104.5,104.5938,1388
2072-10-06,104.7188,104.9062,104.6875,104.875,692
2072-10-07,106.25,106.3125,106.0938,106.2812,3407
2072-10-08,104.25,104.8125,104.1562,104.75,9973
2072-10-09,105.0312,105.125,104.875,105.125,4548
2072-10-10,105.6875,105.6875,105.2188,105.3438,4084
2072-10-11,105.375,105.375,104.9375,105.0312,12255
2072-10-12,105.2812,105.375,105.0625,105.25,5623
2072-10-13,104.4062,104.5938,104.2812,104.5625,7508
2072-10-14,103.8438,103.8438,103.4688,103.5625,10145
2072-10-15,102.9375,103.375,102.8438,103.2812,12479
2072-10-16,103.1875,103.375,103.0625,103.3438,7380
2072-10-17,104.0938,104.2812,104,104.125,7610
2072-10-18,104.5625,104.625,104.4375,104.5938,4871
2072-10-19,103.75,103.75,103.4062,103.4688,5432
2072-10-20,103.25,103.25,102.9375,103.1562,4503
2072-10-21,102.5,102.8438,102.4375,102.5938,8573
2072-10-22,102.5,102.625,102.4062,102.4375,6389
2072-10-23,103.3438,103.4375,103.0625,103.125,7364
2072-10-24,102.7812,103.0312,102.6875,102.9688,4001
2072-10-25,102.4062,102.4688,102.4062,102.4688,494
2072-10-26,103.5,103.7188,103.4062,103.6562,9962
2072-10-27,104.3125,104.7188,104.25,104.6875,12513
2072-10-28,104.9688,105.2812,104.9375,105.2188,7518
2072-10-29,104.3125,104.5625,104.2812,104.5,3182
2072-10-30,104.625,104.9062,104.625,104.6562,6616
2072-10-31,104.4688,104.7188,104.4688,104.7188,6041
2072-11-01,104.1875,104.3125,104.1875,104.2812,4236
2072-11-02,104.4062,104.4688,104.25,104.3438,4946
2072-11-03,104.9688,105,104.8438,104.8438,2412
2072-11-04,104.4688,104.625,104.4062,104.5625,3769
2072-11-05,104.3125,104.4375,104.2188,104.3125,3470
2072-11-06,103.375,103.5312,103.25,103.4688,4802
2072-11-07,103.875,103.9062,103.5312,103.5625,4666
2072-11-08,103.75,103.8438,103.5938,103.8125,4229
2072-11-09,103.4375,103.5312,103.2188,103.3125,4710
2072-11-10,103.0938,103.1875,102.9062,103.125,5464
2072-11-11,103.75,103.9062,103.6875,103.75,5732
2072-11-12,104.4062,104.6875,104.3125,104.6562,8988
2072-11-13,105.1875,105.4375,105.1562,105.4062,4490
2072-11-14,105.5,105.7188,105.5,105.7188,6809
2072-11-15,105.7812,105.9062,105.4375,105.5,7175
2072-11-16,104.8125,105,104.7188,104.9688,3547
2072-11-17,104.625,104.6875,104.5625,104.5938,2675
2072-11-18,104.7188,104.9375,104.7188,104.7812,4973
2072-11-19,105.5625,105.6562,105.375,105.4688,5727
2072-11-20,105.6562,105.875,105.5,105.8438,6621
2072-11-21,105.4375,105.7188,105.4062,105.7188,4052
2072-11-22,105.8438,105.8438,105.5312,105.5625,5336
2072-11-23,106.125,106.2188,106.0625,106.0938,1532
2072-11-24,104.4062,104.4375,104.125,104.3125,4365
2072-11-25,103.7812,103.875,103.5625,103.875,5312
2072-11-26,104.1562,104.2188,103.8125,103.9375,6108
2072-11-27,104.0312,104.0625,103.75,103.875,7947
2072-11-28,103.5625,103.8125,103.5,103.75,3747
2072-11-29,104.625,104.7188,104.4688,104.5312,4169
2072-11-30,104.0625,104.0938,103.6875,103.7812,6287
2072-12-01,102.4375,102.625,102.3438,102.4375,9552
2072-12-02,102.3438,102.6562,102.1562,102.5625,5940
2072-12-03,102.25,102.2812,102.125,102.1875,1504
2072-12-04,101.4688,101.9062,101.3125,101.6562,10717
2072-12-05,101.5312,101.5625,101.25,101.3125,6635
2072-12-06,101.8125,101.9062,101.625,101.7188,7300
2072-12-07,100.1875,100.5625,99.9688,100.375,6690
2072-12-08,100.5,100.75,100.3438,100.6562,3630
2072-12-09,101.3125,101.3438,100.9062,101.1875,7581
2072-12-10,100.9688,101.125,100.8438,100.9375,5232
2072-12-11,100.6875,100.9062,100.6562,100.6875,5503
2072-12-12,101.5625,101.9062,101.5625,101.5938,7519
2072-12-13,100.25,100.4062,100.1562,100.2188,3334
2072-12-14,100.4062,100.5,100.2812,100.3438,2062
2072-12-15,101,101.1875,100.875,101.125,6512
2072-12-16,101.5625,101.8125,101.5312,101.6562,3878
2072-12-17,102.3125,102.5,102.3125,102.4688,3687
2072-12-18,102.125,102.2812,102.0625,102.1875,2217
2072-12-19,102.125,102.4375,102.125,102.2188,3680
2072-12-20,101.5938,101.8125,101.5312,101.75,6179
2072-12-21,102.2188,102.2812,102.125,102.2188,3652
2072-12-22,100.9062,101.0938,100.9062,100.9688,5423
2072-12-23,99.625,99.75,99.5625,99.7188,3516
2072-12-24,98.9375,99.4688,98.9375,99.4375,10760
2072-12-25,99.4688,99.75,99.4375,99.6875,7894
2072-12-26,100.4062,100.5312,100.3125,100.5312,6673
2072-12-27,100.3125,100.3438,100.0625,100.1875,6024
2072-12-28,100.5625,100.6562,100.4062,100.4688,4820
2072-12-29,100.2188,100.25,100,100.0312,4871
2072-12-30,100.1875,100.25,100.0938,100.1562,6054
2072-12-31,99.4688,99.7188,99.3438,99.5625,7915
2073-01-01,99.375,99.4688,99.25,99.3125,5155
2073-01-02,99.1875,99.3438,99.0938,99.25,5213
2073-01-03,98.7188,98.9375,98.6875,98.8125,5824
2073-01-04,99.625,99.7812,99.5625,99.75,5544
2073-01-05,100.3438,100.5,100.3125,100.4375,4865
2073-01-06,100.5312,100.5312,100.3125,100.5,5643
2073-01-07,100.9688,100.9688,100.6562,100.75,4412
2073-01-08,101.0938,101.1562,100.8438,100.875,3399
2073-01-09,100.3125,100.4688,100.1875,100.4375,5383
2073-01-10,100.2812,100.4062,100.125,100.3125,4174
2073-01-11,100.8125,101.0312,100.7188,100.75,4960
2073-01-12,100.9375,101.0625,100.8125,100.9688,4947
2073-01-13,101.25,101.4688,101.2188,101.4375,4765
2073-01-14,101.4688,101.7812,101.4688,101.7188,4798
2073-01-15,102,102.1875,101.9062,102.0938,5441
2073-01-16,102.6562,102.75,102.4375,102.5,4365
2073-01-17,102.5,102.5312,102.3438,102.4062,3077
2073-01-18,101.6562,101.8125,101.625,101.7188,4039
2073-01-19,101.8125,102.2188,101.75,102.0938,6304
2073-01-20,101.1562,101.25,100.9375,100.9688,6123
2073-01-21,100.2188,100.4688,100.125,100.2812,4391
2073-01-22,101,101,100.5625,100.5938,5025
2073-01-23,100.5312,100.6875,100.4062,100.5,3838
2073-01-24,100.25,100.3438,100.125,100.1875,4151
2073-01-25,100.5938,100.625,100.25,100.2812,3922
2073-01-26,101,101,100.7812,100.8438,2260
2073-01-27,101.4375,101.4375,101.1875,101.4062,5684
2073-01-28,100.9688,101,100.8438,100.9375,4862
2073-01-29,101.5,101.6562,101.4375,101.5,3691
2073-01-30,101.875,102.0625,101.8438,101.9375,3572
2073-01-31,102.4688,102.4688,102.1562,102.2812,6019
2073-02-01,103.0625,103.125,102.9688,103.0312,3193
2073-02-02,103.4062,103.4375,103.25,103.375,4515
2073-02-03,103.4688,103.5625,103.375,103.5,3465
2073-02-04,102.7812,102.9062,102.75,102.8438,4957
2073-02-05,103.0625,103.1562,102.9375,103.0938,4066
2073-02-06,103.5,103.625,103.3125,103.4062,2933
2073-02-07,103.7812,103.8125,103.6562,103.7812,4180
2073-02-08,103.8438,103.9062,103.7812,103.8125,3679
2073-02-09,103.7188,103.75,103.5312,103.625,4207
2073-02-10,103.0938,103.1875,103.0312,103.1562,3473
2073-02-11,103.125,103.125,103,103,2319
2073-02-12,102.9688,103.0938,102.9375,103,3714
2073-02-13,102.9062,103.0312,102.9062,103.0312,2023
2073-02-14,104.0312,104.2188,103.9375,104.1875,8815
2073-02-15,103.6562,103.875,103.625,103.8125,3041
2073-02-16,104,104.125,103.9375,104.0312,2555
2073-02-17,104.0625,104.0938,103.875,103.9062,2805
2073-02-18,104.0625,104.25,103.9688,104.1562,3633
2073-02-19,103.9062,104.1562,103.9062,104.125,5898
2073-02-20,105.2812,105.3125,105.0938,105.1562,4269
2073-02-21,104.8125,104.9375,104.75,104.8438,3328
2073-02-22,105.1875,105.1875,104.8438,104.875,6185
2073-02-23,105.125,105.1562,104.9062,105.0938,4509
2073-02-24,105.375,105.4062,105.125,105.2188,3410
2073-02-25,104.9062,104.9375,104.7812,104.8125,2075
2073-02-26,104.8438,104.9375,104.7812,104.9062,3257
2073-02-27,105.625,105.7812,105.5625,105.75,3784
2073-02-28,106.2812,106.2812,106.0312,106.125,3669
2073-03-01,105.1875,105.3125,105.125,105.2812,3808
2073-03-02,105.4062,105.4062,105.0312,105.3125,4948
2073-03-03,103.875,104.0938,103.875,104.0625,7862
2073-03-04,103.875,104.0938,103.75,104.0312,7188
2073-03-05,104.6875,104.8125,104.625,104.8125,4925
2073-03-06,105.5,105.75,105.4062,105.75,5135
2073-03-07,105.1562,105.3125,104.8438,105.1562,8660
2073-03-08,103.7188,103.8125,103,103.3438,12559
2073-03-09,103.5938,103.5938,103,103.5,9225
2073-03-10,102.75,103.3125,102.6562,103.1562,11028
2073-03-11,103.5938,103.5938,102.9062,102.9375,9044
2073-03-12,103.3125,103.5312,103.1875,103.4688,6054
2073-03-13,103.5938,103.8438,103.5312,103.6875,4871
2073-03-14,104.5312,104.75,104.5,104.6562,5607
2073-03-15,105.2188,105.4375,105.2188,105.3438,4526
2073-03-16,105.375,105.6562,105.2812,105.625,4572
2073-03-17,106.0625,106.3125,106.0625,106.1562,5431
2073-03-18,106.6562,106.9375,106.5938,106.875,8302
2073-03-19,106.9062,107,106.7188,106.7812,7171
2073-03-20,106.875,107.25,106.8438,107.125,5908
2073-03-21,106.8438,107.0312,106.5625,106.5938,6099
2073-03-22,105.9375,106.0625,105.8125,105.875,4271
2073-03-23,106.1875,106.4688,106.1562,106.2812,7157
2073-03-24,105.4688,105.6562,105.375,105.5625,2414
2073-03-25,105.4688,105.5938,105.3438,105.5,2279
2073-03-26,106.0938,106.1562,105.9688,106,3353
